Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
"Banyak banget yg blum disebutin,\n\nDan lucunya\n\nMASA SAYA DITUNTUT UNTUK SENANG!\n\n(Cm orang sinting yg brfikir bwgitu)'",0,1,0,0,0,0,0,0,0,0,0,0
USER bukan banci tapi bener-bener banci',1,1,1,0,0,0,0,1,0,1,0,0
RT USER: PINTAR DAN TOLOL ITU TIPIS BATASNYA.\n\nFahri pergi ke toko minuman keras mengendarai sepeda. Di sana dia membeli sebotol\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER berarti beneran Cebong dong yak... Wkwkwkakak... Dasar iq200sekolem..!',1,1,1,0,0,0,0,0,1,1,0,0
Tidak perlu ... Biarkan Jokowi melindungi Ahok ... Tahun 2019 kita lengserkan Jokowi ... Itu baru mantap,1,0,1,0,0,0,0,0,1,0,0,1
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
USER USER Iri ae lu tolol',1,1,1,0,0,0,0,0,1,1,0,0
USER Ngeri bangsaku si PKI biadab itu ingin bangkit ... tolak dan bubarkan !!!,1,1,0,1,0,1,0,0,0,0,0,1
USER Iya betul juga ya. Aku kok merasa BODOH membalas komen2mu yang tolol..... hehehe.. makanya balik ke bangku sekolah.. baca banyak data. Jangan karena rasa bencimu OTAK mu jadi gagal bekerja.',1,1,1,0,0,0,1,0,0,1,0,0
USER ahok si kutil babi kembali ke rumah lembang kenapa jakarta jadi banjir bud?,1,1,1,0,0,0,0,0,1,1,0,0
"USER USER saya dengar kalau Laut Banda tertutup untuk peneliti asing. Tapi bagaimana regulasinya, jika penelitian di Laut Banda leader nya adalah peneliti Indonesia dan menggunakan kapal riset Indonesia, tapi menyertakan peneliti asing?'",0,0,0,0,0,0,0,0,0,0,0,0
"â??Pengembangan industri nasional sekarang diarahkan untuk menindaklanjuti produktivitas, daya saing, dan pengembangan teknologiâ?? Leonard Tampubolon, Deputi Bidang Ekonomi Bappenas #ReadyForIndustry4.0 #FMB9",0,0,0,0,0,0,0,0,0,0,0,0
USER GEBLEK NGUAKAK AKU ANJYR WKWKWKWWKKWKWKWKWK',0,1,0,0,0,0,0,0,0,0,0,0
RT USER: woy tai kok gaada yang mau join \n\ntag closed agency basic',0,1,0,0,0,0,0,0,0,0,0,0
"Keandra adalah sosok lelaki yang tertarik dengan kedua jenis gender, dan juga mengakui keberadaan transgender. Dia menganggap dirinya sebagai lelaki, tapi dia juga beranggapan bahwa norma gender itu tidak ada, sehingga ia sering bertingkah laku layaknya",0,0,0,0,0,0,0,0,0,0,0,0
USER Nabi aja dikejar-kejar dan dinistakan oleh orang kafir dari dulu ampe sekarang. Terus kita disuruh menyanjung orang yang jelas-2 memusuhi agama ini? Akal sehat mana akal sehat...?,0,0,0,0,0,0,0,0,0,0,0,0
USER Bubarkan saja kpk biar leluasa para koruptor memperkaya diri di Negri ini,1,0,0,1,0,0,0,0,1,0,0,1
"USER Dari ngebunuh musuh, dari ngebunuh minion, dari ngebunuh turtle, dari ngebunuh monster hutan, dari assist, dari ngancurin turret, dll.\n\nAmbil, lu kata ML atm wkwkwkw kampret XD'",0,1,0,0,0,0,0,0,0,0,0,0
#SaweranJateng; Bukti dukungan terus mengalir untuk #MbangunJatengMuktiBareng ; Dukungan Rakyat bukti kecintaan dan keperpihakan pd Pemimpin yang Bersih...ð???ð???ð???; USER ; USER; USER; USER; USER; USER USER,0,0,0,0,0,0,0,0,0,0,0,0
USER BODO EH HAHAHHAHAHHHHAHAHAHA BADU ARHHH NGAYAH PANGAN DIRI KETU KU NEMU D CRINGE SIAL',0,1,0,0,0,0,0,0,0,0,0,0
USER USER Kampret yang sebenarnya antek asing.',0,1,0,0,0,0,0,0,0,0,0,0
Mantab Nich ...!!!; 1 ð??? 1 ð??? 1 ð??²ð??¨ ; ; Jokowi - Cak Imin 1 Mobil ; Jokowi - Cak Imin 1 Acara; Jokowi - Cak Imin 1 Pesawat; ; USER - USER; #JOIN2019 ber-1 Indonesia JAYA ð???; ; #JokowiCakImin2019; #JOININDONESIA; ;,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Ditambah gaji yg fantastis. Bisa saja dia ke Liga Cina misalnya, cm apa artinya menaklukan liga cina buat dia? Serie A salah satu liga terbaik. Jadi pilihan cerdas mnrtku.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER USER Yah mulai bego, mulai idiot, mulai baper #BaperMania'",0,1,0,0,0,0,0,0,0,0,0,0
USER itu yg cewe pake kerudung ngapain ya? Setiap kali konfrensi pers ada aja.. Pencitraan Islami kaliiii... Bwahaha..!!,1,0,1,0,1,0,0,0,0,1,0,0
USER Jadi inget fesbuk anjir lupa aku',0,1,0,0,0,0,0,0,0,0,0,0
RT USER: Imam : rapatkan saf luruskan saf\nSenior: *panggil junior masuk\nJunior : *buat bodo \n\nSenior: URL,0,1,0,0,0,0,0,0,0,0,0,0
"RT USER: jadi, setiap lewat tengah malam. jiwa sama raga nya ririn itu terpisah, jiwa nya ada di tempat gelap, sempit dan sepi. se\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER Anda yakin budha idn agama impor? dari mana? Candi tdk identik dgn negara budha mana pun. Dann berada di tengah pulau. Sdgkan yg lain mempunyai kampung tua ditepi laut...\nKearifan lokal yg,0,0,0,0,0,0,0,0,0,0,0,0
"USER ""...beneran deh. Seru banget bisa membekukan memori gi- Hm? Halo? Ngeliatin apaan sih?""\n\nIa menengok ke belakangnya, tapi nihil. Hanya ada tanaman di sana. Jangan-jangan.... \n\n""ADA HANTU YA? SIAPA? KUNTI?!""'",0,0,0,0,0,0,0,0,0,0,0,0
Guru Besar Fakultas Ilmu Sosial dan Politik (FISIP) Universitas Padjajaran Profesor Obsatar Sinaga memberikan pandangannya terhadap program yang diusung oleh pasangan Calon Gubernur dan Wakil Gubernur Jawa Barat nomor urut 2 HASANAH; #KitaHasanah; #Hasana,0,0,0,0,0,0,0,0,0,0,0,0
allah tidak memanggil orang yang mamputetapi allah akan memampukan siapa saja yang mauyang rinduyang yakin ke baitullah,0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER Kalau saya sih ga heran antek-antek pki sdh mulai muncul kalau sdh ada rintik-rintik hujan,1,0,0,1,0,1,0,0,0,0,1,0
"USER Itu bisa terwujud dikarenakan katolik itu terpusat,terstruktur,teroganisasi dng sangat baik yakni berpusat pada vatikan. Jadi Nu bisa mengambil,merebut peran seperti vatikan maka semua akan lebih mudah'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Pmain malaysia dri awal ga terpngaruh laga dgn label ""big match"" ""gengsi"" atau ""harga diri bangsa"" jadi bisa fokus bermain, beda dgn kita yg justru terbebani dgn label2 diatas,, semoga di piala asia timnas bisa lebih baik'",0,0,0,0,0,0,0,0,0,0,0,0
Bekerja membangun negeri.,0,0,0,0,0,0,0,0,0,0,0,0
USER 1\n\nKaya ga asing deh siapa tp lupa',0,0,0,0,0,0,0,0,0,0,0,0
"Abu Janda USER melaporkan Pak USER ke Polda Metro Jaya. Padahal koleganya si gun USER duluan mengatakan ""Kitab suci: Fiksi yg di yakini"". alamak.. Ayo, Abu Janda laporkan sekalian si gun ya. ??",1,0,1,0,1,0,0,0,0,1,0,0
USER Gapapa goblok yg penting pinter',0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER USER kalo menurutku mending jokowi mundur saja deh kaya negara ini hanya diatur sama satu orang Mentri Anjing,1,1,1,0,0,0,0,0,1,1,0,0
"cina, apa hak lu melarang?",1,0,0,1,0,1,0,0,0,0,1,0
USER MASALAHNYA CEBONG LEBIH MENGEKSPOSE MENONJOLKAN HANYA INFRASTRUKTUR TANPA PEDULI BAYAR UTANGNYA',1,1,1,0,0,0,0,0,1,1,0,0
orang gendut kontolnya kecil mitos apa fakta :P. ada yang fetish latex disini? :P URL,0,1,0,0,0,0,0,0,0,0,0,0
Kebangaan kita pada spirit juang Timnas Garuda mbok jangan dirusak dengan kesinisan anda pada komentator. Kalau nggak mau dengar suara komentator ya datanglah ke stadion. Berteriaklah bersama. Orang-orang ini lho. Orang cari duit kok disinisin. Huu silit,0,1,0,0,0,0,0,0,0,0,0,0
RT USER Satu lgi buat 7 skolah yg di bakar ma kader ny prabowo hrus tanggung jawab,1,0,1,0,0,0,0,0,1,1,0,0
USER Aldo tai anjing',1,1,1,0,0,0,0,0,1,1,0,0
Kenapa cowok cowok ADOLEXCENT yang fc nya ganteng maho.',0,1,0,0,0,0,0,0,0,0,0,0
USER Mba mbak kunti',0,0,0,0,0,0,0,0,0,0,0,0
USER Gak tuh.. Aku ngelap mulutku pake taplak meja',0,0,0,0,0,0,0,0,0,0,0,0
"5. Yang terakhir karena Indonesia negara dengan populasi muslim terbesar di dunia, yang mana Islam saat ini merupakan musuh barat &amp; Komunis karena dapat menghambat agenda dan kepentingan mereka.(Obviously)'",0,0,0,0,0,0,0,0,0,0,0,0
Ganjar Pranowo dilaporkan ke Polisi;,0,0,0,0,0,0,0,0,0,0,0,0
"USER Ngewe lg yu,'",0,1,0,0,0,0,0,0,0,0,0,0
USER muka muka pecun nih',1,1,1,0,0,0,1,1,0,1,0,0
RT USER: USER siapa yang telat ngasih tau elu?edan sarap gue bergaul dengan cigax jifla calis sama siapa noh licew juga',0,1,0,0,0,0,0,0,0,0,0,0
USER Iya lagi eek',0,0,0,0,0,0,0,0,0,0,0,0
"Lagi buat diorang tercengang ialah bila CPC sendiri akhirnya menjadi negara market economy, bukan lagi negara 100% komunis tegar yang dipimpin seperti zaman Mao Zedong dan Liu Shaoqi.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Gk diributin gmana, la wong dah bikin ribut. Sedikit trsalurkan rasa geram karena ada mentri, prof, fansnya yg sontoloyo tuk ramaikan coment'",1,1,0,1,0,0,0,0,1,0,1,0
"USER Iya sih, kalo gue bandingin sama yang lain bucin banget dulu lu ke gue asw pantes aja digosipin.'",0,1,0,0,0,0,0,0,0,0,0,0
Kegiatan Kanit Binmas Polsek Singojuruh dalam rangka cipta kondisi aman dan kondusif jelang Pilkada..klik disinið???; ;,0,0,0,0,0,0,0,0,0,0,0,0
USER\nAda aseng KOPLO pembela si PENISTA AGAMA yg durjana nyuruh org lain ngaji!,1,1,1,0,1,0,0,0,0,1,0,0
Tindakan ekonomi: setiap usaha manusia yang dilandasi oleh pilihan yang paling baik dan paling menguntungkan.,0,0,0,0,0,0,0,0,0,0,0,0
USER Sebetulnya aku yg kegoda\nPengen bantuin kamu \n-\n-\nBantuin megang ujung kaosmu\nNutupin tytyd saat lagi eek.',0,1,0,0,0,0,0,0,0,0,0,0
Khofifah akan Beberkan 'Nawa Bakti Satya' di Debat Malam Ini,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Hanya Orang Islam Yang Bodoh dan Goblok Yang Memilik Ahok! #DebatFinalPilkadaJKT,1,1,1,0,0,0,0,0,1,1,0,0
USER Bubarkan KPK! Busuk,1,1,0,1,0,0,0,0,1,0,0,1
"#2019GantiPresiden Mulai Main Kasar atas nama agama, ulama, ustaz dan uztazah Forum Ulama Umat Indonesia USER USER agar ditindaklanjuti",0,0,0,0,0,0,0,0,0,0,0,0
"Ahok di lantik gubernur.... bukan anis, anis ga pantes jadi gubernur",1,0,1,0,0,0,0,0,1,1,0,0
"USER mungkin babangnya batak, kristen, tapi lagi diajarin sama Tuhan utk bertanggungjawab. Gimana, masih sabar kan?'",0,0,0,0,0,0,0,0,0,0,0,0
jika negara tunduk kepada FPI kita lengserkan lagi semua pejabat yang terlibat,1,0,0,1,1,0,0,0,0,0,1,0
Jika Wagub kyk gini Lengserkan PencitraanMeikarta USER USER USER USER USER USER USER,1,0,1,0,0,0,0,0,1,1,0,0
Saya minta kader PKB yang mengikuti pilkada agar tak lupa memperdayakan produktifitas tanaman kopi di daerah bersangkutan dalam program kerjanya kelak. ##MinumKopiIndonesia,0,0,0,0,0,0,0,0,0,0,0,0
dijual lagi gua kaya jablay',0,1,0,0,0,0,0,0,0,0,0,0
"""..."" Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018",0,0,0,0,0,0,0,0,0,0,0,0
"RT USER Apalagi kekayaan SBY, hasil korupsi semua",1,0,1,0,0,0,0,0,1,1,0,0
"USER Insyaallah..jika kita dpt boikot safiey illias,tempiasnye akan kena pada transgender s yg lain...'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Kualitas wakil rakyat pro rejim semakin down grade. Harusnya mendukung para pembantu presiden lebih giat dan rajin, eh malah sebaliknya. Ketahuan kalo dendamnya ngalahin nalarnya.'",0,0,0,0,0,0,0,0,0,0,0,0
USER Hanya membaca dn tai aja',0,1,0,0,0,0,0,0,0,0,0,0
"lengserkan jokowi! ""USER: Rejim anti subsidi adalah rejim anti kerakyatan. USER USER """,1,0,1,0,0,0,0,0,1,0,0,1
USER Sebagai Bani indomiah saya ngikut saja! 1!1!1',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Iya pake kendaraan umum aja jablay',1,1,1,0,0,0,0,1,0,1,0,0
wong edan yo iso.ngerti ID Card barang leh ngasi disaut.... hahaha',0,1,0,0,0,0,0,0,0,0,0,0
USER Gaji Dpr mpr dan dpd aja....',0,0,0,0,0,0,0,0,0,0,0,0
USER Haduhhh haduhhh belajar gembel dari siapa',0,1,0,0,0,0,0,0,0,0,0,0
USER Amin... Smoga Istiqomah...\nJgn khawatir cibiran org anggap aja ujian..\nIngat banyak org2 yg dulunya masalahnya suram bahkan kafir sekalipun kemudian taubat dan menjadi tokoh pejuang agama Islam...',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Abg adik dgn Yahudi tuhh.',0,0,0,0,0,0,0,0,0,0,0,0
"[98:1] Orang-orang kafir yakni ahli Kitab dan orang-orang musyrik (mengatakan bahwa mereka) tidak akan meninggalkan (agamanya) sebelum datang kepada mereka bukti yang nyata,'",0,0,0,0,0,0,0,0,0,0,0,0
#NAME?,1,1,1,0,0,0,0,0,1,1,0,0
"even dia ustaz, berserban berjubah putih, tapi kalau drive macam celaka, dia tetap tergolong dalam golongan babi ya anak anak.'",1,1,1,0,1,0,0,0,0,1,0,0
USER ; Polisi sebagai alat kekuasaan rezim ; #2019GantiPresiden,1,0,0,1,0,0,0,0,1,0,1,0
RT USER USER Saya tahu sby genius politik tp apakah sby sebegitu kuat pengaruhnya sampai skrg? Atau guru punya agenda lain,1,0,1,0,0,0,0,0,1,1,0,0
USER perlu meluruskan persepsi2 seolah menjadi alat politik untuk menekan lawan politik Pak Jkw agar dukung. Memangnya Presiden pelindung orang yg bermasalah hukum? Jangan spt kasus SMS HT di Kejagung yg tau2 menguap stlh perindo balik badan. Rusak....,0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: Dear Bapak USER \n\nSelamat malam\nKmi acungkan jempol tuk Bpk serta jajaran Kabinet yg terus sibuk kerja,kerja dan kerja dg\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
deklarasi pilkada 2018 aman dan anti hoax pelajar darul huda jabon,0,0,0,0,0,0,0,0,0,0,0,0
"Rakyat terbelah karena pilpres? Wajar\n\nAS saja terbelah pada pilpres Nop 2016\n\nYg penting jangan terpecah, jangan konflik, jangan merusak NKR\n\nLebih penting lagi, jangan sampai proksi aseng asing menjajah RI'",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Dan kami tdk lupa apa yg dilakukan bapaknya Prabowo di era Sukarno. Melarikan diri URL,1,0,1,0,0,0,0,0,1,1,0,0
"&lt; bertanya-tanya, apa yang dirinya lakukan di kehidupan sebelumnya sampai-sampai harus bertemu dengan pria asing dan nenyebalkan ini? \n\nDi samping nada bicara sang teruna, Angie juga tidak senang dengan cara pria itu memanggilnya 'non'. Ia mengerti",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Pekerja asing',0,0,0,0,0,0,0,0,0,0,0,0
Pak USER sehat? Jalan-jalan Pak... Yang aktif gitu lho menebar kebaikan seperti Presiden RI. Jangan manggung di kandang terus. Ngga bosen ketemunya Fadli Zon aja?,1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER USER Wakakaka.. Cebong ngibul. Ngikut gaya ngibul junjungannya',1,1,1,0,0,0,0,0,1,1,0,0
BURUNG DARA TERBANG KE HULU ; BURUNG NURI SAYAPNYA BIRU ; SATUKAN SUARA SAAT PEMILU ; KITA PILIH PRESIDEN BARU ; ; MANCING IKAN DI WAKTU MALAM; IKAN DIMAKAN DICAMPUR KETAN ; AYO MENANGKAN PARTAI ISLAM ; KITA HANCURKAN PARTAI SYETAN ! ; ; ALLAHU AKBAR..,1,1,0,1,1,0,0,0,0,0,0,1
USER USER Aparat yg keparat',1,1,1,0,0,0,0,0,1,1,0,0
USER USER \xf0\x9f\x8c\x9a ko km bangsad y',1,1,1,0,0,0,0,0,1,1,0,0
"Makanya mereka lebih memilih jadi TKI non prosedural/ilegal, nyari peruntungan disana meski resikonya gede banget. Mereka melewati petugas Imigrasi pada saat pembuatan Paspor dgn kedok melancong/jalan-jalan. Tapi kita tahu 100% tujuan mereka yg sebenarny",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Duduk di jamban.',0,0,0,0,0,0,0,0,0,0,0,0
Inilah Tujuan Mereka Mengkriminalisasi Ulama !!; ; #KamiBersamaUlama; #2019GantiPresiden ; #2019PresidenBaru,1,0,0,1,1,0,0,0,0,0,1,0
"USER USER Era-nya udah beda Boss. Dan ingatkah Anda, Ormas garda terdepan penumpas PKI???....... NU bos.. \xf0\x9f\x91\x8d\xf0\x9f\x99\x8f'",0,0,0,0,0,0,0,0,0,0,0,0
Kampret lupa ngambil laundry\n\nHhhhhhhhhhhhhhhhh',0,1,0,0,0,0,0,0,0,0,0,0
"Masuk : \nTeh daun jati cina \xf0\x9f\x91\x89 10.000 / pack\nHN Ori Double Embos ""HN SUPER"" \xf0\x9f\x91\x89 60.000 paket kecil'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Rosario, dogma Maria Diangkat Ke Surga, bbrp hari raya gereja Katolik, misal hari raya Tubuh dan Darah Kristus, Hari Raya Kerahiman, ds",0,0,0,0,0,0,0,0,0,0,0,0
Hulk marah; ; USER USER USER USER USER USER USER USER USER USER USER; ; #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0
USER kenapa ulama tidak bereaksi terhadap USER &gt; ini lebih gila menghina Islam. Apakah cuma senilai dunia agama kalian.,1,0,0,1,1,0,0,0,0,0,1,0
USER Eek dulu gih',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Bila freeport itu seperti pabrik garment atau otomotif dan beli sahamnya oleh negara itu baru hebat...lah ini freeport sedang menggaruk kekayaan alam indonesia pemerintah malah beli sahamnya dan anda katakan hebat...sungguh mu,0,0,0,0,0,0,0,0,0,0,0,0
USER USER Parah jaehyun dikata perek',0,1,0,0,0,0,0,0,0,0,0,0
Orang lain kalo bersin selalu normal. Gua bersin selalu bilang asu :( untung belum pernah ada yang salah paham',0,0,0,0,0,0,0,0,0,0,0,0
"USER Pak USER Anda tidak berani mengatakan Muhammad Nabi Gadungan, jelaskan saja Allah SWT sudah mati",1,1,0,1,1,0,0,0,0,0,1,0
USER apaan si anjir receh bgt gua',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER USER bong suka bgt hebohin hal2 receh. Pohon plastik lah, bambu lah. Giliran utk issue2 besar kyk ekonomi yng anjlok, tka ilegal merajalele, ketahanan nasional, dll mereka mingkem. Emang kapasitas otaknya kecil kali ya, g",1,1,0,1,0,0,0,0,1,0,1,0
"USER USER yang bikin Reklamasi kunjungan anda,yg dapat duit dari para cukong junjungan anda..USER nyetop eh dibilang lanjut..sipit songong!!'",1,1,1,0,0,1,0,0,0,1,0,0
USER Kleb aseng yang kena banned \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0
"Teruss karna sekolah q cuma sampe hari jumat, nah hari jumat ada foto perkelas gitu. Iya sekolah q ga ada buku tahunan, gembel emank. dah tu adanya foto perkelas dan temanya bebas'",0,1,0,0,0,0,0,0,0,0,0,0
USER Bahasa asing yg lainn\xf0\x9f\x98\xae',0,0,0,0,0,0,0,0,0,0,0,0
#wargapribumiasli ternyata tenaga ilegal TKA sdh merambah keseluruh pelosok nusantara. Termasuk di NTB\n\nWASPADALAH!!!!!!!!!!! WASPADALAH!!!!!!!!!!!\n\n#GERGAJI \n#2019GantiPresiden URL,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER tak terbantahkan, dialah yg GOBLOG'",1,1,0,1,0,0,0,0,1,0,1,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,1,1,1,0,0,0,0,0,1,1,0,0
Jiun gak salah pilih Taehyung (V bts ) sebagai idolanya dan tae beruntung banget punya fansboy sperti jiun \xf0\x9f\x92\x95\xf0\x9f\x92\x95 kesayangan ku \xf0\x9f\x98\x97\xf0\x9f\x98\x97',0,0,0,0,0,0,0,0,0,0,0,0
RT USER ini nih yg mau d panggil yg terhormat / yg mulia..kerjanya bikin ngaco negara ayo rame2 golput DPR dan Bubarkan DPR?,1,0,0,1,0,0,0,0,1,0,0,1
"USER Buajingan. \nGw gak peduli aksi-aksi kemaren. Katanya murni panggilan modal sendiri.\nBalikin duit Gw bajingan. \nGegayaan panggilan Allah. Modal sendiri, ternyata make duit jamaah.'",1,1,1,0,1,0,0,0,0,1,0,0
"USER Abisnya kesel, udah ditegor pdhal..emg kalo efek ngrokok itu salah satunya bikin budek sih, jangan ngerokok ya kak ajus \xf0\x9f\x99\x88'",0,0,0,0,0,0,0,0,0,0,0,0
Apa dampak dari lengsernya rezim adalah restar ekonomi dan akan banyak yang bangkrut dari kalangan mereka. Dan ekonomi akan di rubah menjadi system ekonomi syariah kemungkinan 1 tahun setelah lengser dan ekonomi...,0,0,0,0,0,0,0,0,0,0,0,0
"USER Suruh mundur aja dari sekarang, daripada malu maluin. Kok ngarep didukung ulama.? Emang gak ada Parpol yang dukung.? Ndang bali o",0,0,0,0,0,0,0,0,0,0,0,0
"selamat kepada Jokowi yg telah berhasil dlam menambah hutang, karena bukan dia yg bayar tetapi rakyat... Good Luck",1,0,1,0,0,0,0,0,1,1,0,0
"RT USER: Gue lebih milih langsung nyebut siapa gue, dari mana gue, dan apa keperluan gue ketika whatsapp orang untuk pertama kalinya\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
"USER SMA ku dulu negeri (dan termasuk yg favorit), jadi favorit buat yg minoritas karena ga jadi minoritas di sana. 50:50 yg muslim &amp; kristen/katolik. Di kelasku malah masing2 sepertiga. Ga tahu sekarang masih gitu/ga.'",0,0,0,0,0,0,0,0,0,0,0,0
"Sontoloyo itu penggembala itik. Tapi istilah ini mngalami pergeseran makna: gak beres, lambat, dsb.\n\nSama kayak bajingan. Itu sebetulnya pngndara cikar. \n\nBetul gak Mas USER ?'",1,1,1,0,0,0,0,0,1,1,0,0
Serunya Pesta Budaya Erau di Kutai Kartanegara!,0,0,0,0,0,0,0,0,0,0,0,0
"Inilah Mentri BUMN yg saenaknya dewe, miskin prestasi dan banyak conflict-of-interest. Gini kok dipertahankan Pres Jokowi, ada apa ???",1,0,1,0,0,0,0,0,1,1,0,0
USER jualan itu mulu...aseng..PKI...Ummat...Palestina\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80',0,0,0,0,0,0,0,0,0,0,0,0
"Kemarin revisi UU Terorisme telah disahkan DPR. Dengan harapan, pencegahan terhadap aksi terorisme bisa lebih dimaksimalkan, termasuk pelibatan TNI. #POLEMIKPemberantasanTerorisme'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Mongomong soal ospek, jadi ingat waktu ospek disuruh makan xon-ce bergilir sekali masukin lidah terus di oper ke sebelah sampai habis di kecup di dalam mulut \xf0\x9f\x98\x91\xf0\x9f\x98\x91\n\nTerus pas giliran",0,0,0,0,0,0,0,0,0,0,0,0
Babi betul meeting sampai 4jam sakit pinggang aku\xf0\x9f\x98\xad',0,1,0,0,0,0,0,0,0,0,0,0
"Hmm, keknya bahaya kalo sampe pilihan cawapres ke dia juga, bisa kejadian lagi nurunin presiden paksa kek ahok dulu, yg maju akhirnya cawapresnya? Mungkin ?; Menang kalah tetep menang, jago juga strateginya, kek ga ada cawapres lain aja yg bener ?",1,0,1,0,0,0,0,0,1,1,0,0
"Jelaskan terus Islam yg SEBENARNYA, satu titik masyarakat akan sadar Islam BERBAHAYA USER tp pd satu titik",1,0,0,1,1,0,0,0,0,0,1,0
Nabi dan para sahabat telah meninggalkan kesenangan dunia kerana agama.; ; Tetapi sebahagian umat akhir zaman meninggalkan agama hanya kerana kesenangan dunia. Yang hanya sekejap.; ; Alangkah ruginya...,0,0,0,0,0,0,0,0,0,0,0,0
USER bocil demen banget pisang nanti lama lama jadi monyet mau?',0,0,0,0,0,0,0,0,0,0,0,0
"Anggota DPR dan DPD yang terhormat, apakah posting YM termasuk PENIPUAN? Quran 4:91 Bunuhlah 8:12 Penggallah",1,0,0,1,1,0,0,0,0,0,1,0
"USER Ketika dilantik blg ;.....SAATNYA PRIBUMI BANGKIT !"" Tp nyatanya malah import bawang putih dari China, yg notabene waktu kampanye pilkada selalu bilang ANTI ASENG !!!!!'",1,0,1,0,0,0,0,0,1,1,0,0
USER Karena yg meneliti orang Kristen China. Hehehe',0,0,0,0,0,0,0,0,0,0,0,0
"Info : Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018 #alambanten",0,0,0,0,0,0,0,0,0,0,0,0
"Salah satu obyek vital yg pengamanannya lemah itu gedung DPR. Smg dgn disahkannya UU Antiterorisme yg baru, DPR tak jadi sasaran bom bunuh diri. Amin. *Tapi doa saya biasanya tak terkabul \xf0\x9f\x98\x89*'",0,0,0,0,0,0,0,0,0,0,0,0
kenapa gua selalu suka dengan anime2 yg ceritanya selalu ada perjanjian dg iblis nya? #DeathNote #TokyoGhoul #NanatsuNoTaizai #BlackButtler #Overlord #Noragami',0,0,0,0,0,0,0,0,0,0,0,0
RT USER: USER USER USER USER USER USER USER USER USER USER\xe2\x80\xa6',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Dulu zaman sby gampang korupsi bisa beli mobil dan tanah,1,0,1,0,0,0,0,0,1,1,0,0
"USER Terus yg kedua. Aku ada job freelance, ngajar privat. Sesuai passion. Sallary bisa lebih dari kerja sama orang asing tadi. Dan kerjanya cuma jam 2 siang palingan sampe jam 8 malem. \nThats way kenapaaa sering nolak. Dulu daftar tu pas sepi j",0,0,0,0,0,0,0,0,0,0,0,0
Suka iri sama orang-orang yang rahasia kulit mulusnya itu air wudhu soalnya aku kristen :)',0,0,0,0,0,0,0,0,0,0,0,0
USER Karena yg doyan teriak saya pancasila saya indonesia kebanyakan adalah komunis cina dan antek anteknya,1,0,0,1,0,1,0,0,0,0,1,0
"Buzzer parpol pada sibuk naiking rating parpolnya. \n\nLiberal, syiah &amp; komunis sibuk jualan sekte agamanya. \n\nCebi sibuk jualan junjungannya 2 periode. \n\nBani Jamban masih sibuk muja2 Napi transparan. \n\nSebagian besar lalai akan ""waktu""'",1,1,0,1,1,0,0,0,0,0,1,0
