Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
Riset menunjukkan kerugian makro ekonomi akibat konsumsi rokok di Indonesia pada 2015 mencapai hampir Rp 600 triliun.,0,0,0,0,0,0,0,0,0,0,0,0
USER ya trs knp ? kok jdi lo ngatur2 instastory rangorang? bawel amat jadi CEBONG \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0
RT USER: Pasangan ABG lagi Semangat Ngentot\nFull &gt;&gt; URL #bokepabg #abgmesum #ngentot #mesum #bo\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
RT USER: baru pertama kalo kulum kontol nih kayaknya URL,0,1,0,0,0,0,0,0,0,0,0,0
"USER Goblog, makanya ilmu itu dipelihara. Otakmu udh usang beneran din?'",1,1,1,0,0,0,0,0,1,1,0,0
"Buka youtube beberapa hari ini, nongolnya video ttg Lucinta Luna mulu, siapa sih? Mau nonton/browsing males, kayaknya sih bencong.'",0,1,0,0,0,0,0,0,0,0,0,0
USER USER Dulu yg sumbu pendek itu mendukung penista agama Islam dgn al'maidah 51 itu. Kok skrg mencak-mencak dgn kedunguannya.,1,1,0,1,1,0,0,0,0,0,1,0
"USER USER dia kek jadiin autis itu lucu""an, intinya gt deh'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Cebong tidak akan pernah senang lihat kejayaan pk anis mereka akan ttp sirik. Yg parahnya klu junjungan dipuji habis habisan meskipun melakukan hal buruk.',1,1,0,1,0,0,0,0,1,0,1,0
Kalo belajar ekonomi mestinya jago memprivatisasi hati orang. Duh.. ironi USER,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER Begitulah kaum bani kampret sumbu pendek hidup di bumi datar',1,1,0,1,0,0,0,0,1,0,1,0
"USER USER Gw pengen denger itu bocah yg banyak ngayal +mimpi basah komentarin ulah anak horang kaya itu.. Ayo bocah USER ,USER ntu presiden kita dihina'",1,0,1,0,0,0,0,1,0,1,0,0
"USER Pak USER walau belum semua tahu Quran kitab sampah, Anda masih berani buat lomba nyanyi Quran?",1,1,0,1,1,0,0,0,0,0,1,0
USER USER USER Masa aku dibilang buaya? : (',0,0,0,0,0,0,0,0,0,0,0,0
Pemerintah memang ingin gerak cepat dalam pemberantasan terorisme. Apalagi belum lama ini di sejumlah tempat terjadi aksi bom bunuh diri yang menimbulkan kerusakan dan korban jiwa tak sedikit.',0,0,0,0,0,0,0,0,0,0,0,0
"Algaka Pilkada Kaltim 2018 Banyak Tumbang, Ini Kata KPU Berau",0,0,0,0,0,0,0,0,0,0,0,0
Kenapa #2019GantiPresiden ?; ; ?Karena Pengangguran Meningkat?,1,0,1,0,0,0,0,0,1,1,0,0
"Mungkin kamu yg smakin bodoh? Pancasila, UUD'45, TAP MPR no.25 Sudah Final PKI terlarang! kecebong gak usah rayu-rayu Presiden utk buat Perpu",1,1,1,0,0,0,0,0,1,1,0,0
"#2019GantiPresiden Pilkada DKI 2017 kita sudah SINGKIRKAN AHOK, INSYA ALLOH #2019GantiPresiden",1,0,1,0,0,0,0,0,1,0,0,1
Kamar guru terus mushola.\n\nNah kalau yang kristen pada berdoa di aula atas. (Yang kristen ga terlalu banyak)\n\nAku kan punya temen yang kristen sebut aja si A. Si A ini di mintain tolong sama guru buat ambilin casan laptopnya.\n\nDan tempatnya itu di,0,0,0,0,0,0,0,0,0,0,0,0
USER Kalo sby nikahkan anaknya dengan koruptor berarti?,1,0,1,0,0,0,0,0,1,1,0,0
Bodo ad sinyalnya eek gue donlot aja ntar',0,1,0,0,0,0,0,0,0,0,0,0
"Apes beneeeer... dapet jadwal shift pagi cuma 4 hari. Besok off, lusa shift malam sampai Sabtu depan !! Badan makin cungkring, ampuuuun... Zzzzzz'",0,0,0,0,0,0,0,0,0,0,0,0
USER biar aja biar tai nya kena bapak lo itu ya. Loh tuh kan gak suka sm ahok jadi biar loh sm bpk loh sm ibu loh kena tai nya.,1,1,0,1,0,0,0,0,1,0,1,0
INI APASIH UNIV INI NGEDOWN MULU CCD BGT KESEL GWE))',1,1,0,1,0,0,0,0,1,0,1,0
"Baiklah sy nyerah deh klo hestek #2019GantiPresiden diklaim mukidiers ga kan mampu menggusur petahana,,; Sy ikutin hestek #2019TetapJokowiYangDiganti ajah,,",1,0,1,0,0,0,0,0,1,1,0,0
Sok2an memetwit.. Ama cewek sendiri aja takut apalagi ama mba kunti..',0,0,0,0,0,0,0,0,0,0,0,0
USER USER bener2 bebel nih cebong',1,1,0,1,0,0,0,0,1,0,1,0
USER Iya betul juga ya. Aku kok merasa BODOH membalas komen2mu yang tolol..... hehehe.. makanya balik ke bangku sekolah.. baca banyak data. Jangan karena rasa bencimu OTAK mu jadi gagal bekerja.',1,1,1,0,0,0,1,0,0,1,0,0
Kalo nct cina debut bayak yang ngadain ga kali ya USER #NCT',0,0,0,0,0,0,0,0,0,0,0,0
"USER Mereka kira saat ini aman krn lagi bergantung kepada hoaz nasional bang, mereka memasang bom waktu'",0,0,0,0,0,0,0,0,0,0,0,0
Batalkan pelantikan anies! Gw lbh rela jkt dipimpin PLT Gub drpd gub hasil pemilihan kepala daerah berlumur SARA,1,0,1,0,0,0,0,0,1,1,0,0
Djarot: Tidak Ada â??PotongÂ Atasâ??,0,0,0,0,0,0,0,0,0,0,0,0
USER u mau w eue?',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER Njul nek gonku koyo ngono jenenge cocot borot njul',0,1,0,0,0,0,0,0,0,0,0,0
USER USER Kerja3x = Hutang meroket\nKerja3x = BUMN merugi\nKerja3x = Rupiah anjlok\nKerja3x = Ekonomi ambruk\nKerja3x = Proyek molor\nKerja3x = BBMListrik naik\nKerja3x = Sembako mahal\nKerja3x = Kemiskinan merebak\nKerja3x = Tenaga a,0,0,0,0,0,0,0,0,0,0,0,0
USER Kenapa pemain cacat dimasukin.?\xf0\x9f\x98\xb2\xf0\x9f\x98\xb2\xf0\x9f\x98\xb2.\nTeco tolol',1,1,1,0,0,0,1,0,0,1,0,0
"USER USER Agree on that master. Kafir itu samasekali bukan penghinaan, itu hanya istilah, dan tidak memiliki, samasekali, konotasi negatif dalam kata tsb.'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Lu nyindir pak de? ?. #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0
USER udh pernah diketekin onta belom bang?\n\nga jawab sombong',1,1,1,0,0,0,0,0,1,1,0,0
"USER USER USER USER USER USER USER USER USER USER USER Bakal alot mengeluarkan sertifikat ""Halal""nya. Komponen mikro yg ditengarai bersentuhan atau berasal dari babi dan telah mengalami dekomposisi molekular atau bahkan atomik dicap haram. Apalagi najis yg sama sekali tidak mengalami proses dekomposisi molekular. Bakal rame nih.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Lihat fakta dong , brosing peringkat partai korup , juaranya PDIP \nKalo ada oknum muslim korupsi cebong gembira dan koar2 , kalo ada oknum non muslim korupsi cebong mingkem , sebenarnya kalian benc",1,1,0,1,0,0,0,0,1,0,1,0
Misi4: Membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya Jawa Barat yang luhur #Asyikm3nang,0,0,0,0,0,0,0,0,0,0,0,0
Amin rais dan prabowo ngotot ngomongin ROHINYA biar di kata pahlawan. Padahal ada maunya,1,0,1,0,0,0,0,0,1,1,0,0
RT USER Bubarkan DPR gak butuh,1,0,0,1,0,0,0,0,1,0,0,1
"USER Trua kl masalah tanah emg itu tanah palestina tananya nenek moyang kaum yahudi tp wkt dlu yahudi pindah ke negara eropa besar2an nah masukulah palestina menetap di situ dan lama2 mayorita palestina , lalu pas kepemimpinan hitler mulailah hitle",0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: Foto sekilas ngentot ibu kandung gue tadi malam, sengaja gue kasih sekilas dulu, mau liat respon anda semua, 100 Retwet gue\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0,0,0,0
USER USER Btw sy sdh melewati fase pertanyaan2 atheis.. yg dg itu justru memmboost iman sy ke tkt ihsan inshaalaah tak tergoyahkan kl menghadapi bani atheis liberal.',0,0,0,0,0,0,0,0,0,0,0,0
"Pimpinan ngecopros, bawahan nderomos. Jancuk deh!'",1,1,1,0,0,0,0,0,1,1,0,0
"ISIS, Al-Qaedah, dan Berbagai Aliran Khawarij Lainnya Bahaya Laten terhadap ISLAM dan UMAT ISLAM",0,0,0,0,0,0,0,0,0,0,0,0
Woy njing!! ibumu pelacur ya pantesan kelakuan lu bejad! Dasar anak haram!! USER bruakakakak :D',1,1,0,1,0,0,0,1,0,0,1,0
"USER USER Ternyata Yg katanya....katanya ""hafizh"" (gak tau bener apa nggak) bisa jadi CEBONG JUGA.'",1,1,1,0,0,0,0,0,1,1,0,0
Tahukah Anda apa persamaan antara malin kundang dengan Ahok? mereka berdua sama-sam DURHAKA!!!!!!! #ASBAK #iklanahokjahat #kampanyeahokjahat,1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER Satu lagi makhluk serupa PARASIT muncul...lo lebih hina dari seEKOR BELATUNG ONTA...BANGSAT LO',1,1,1,0,0,0,0,0,1,1,0,0
Ketua Umum PPP M. Romahurmuziy bersilaturahmi ke kediaman Ketua Utama Alkhairaat Habib Sayyid Saggaf Muhammad Aljufri.Â ; #Romahurmuziy ; #PPP10Sempurna,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER Klw ente atheis..ngapain sibuk dgn agama orang...,0,0,0,0,0,0,0,0,0,0,0,0
"""Umat Islam RI Harus Bersatu Dalam Sikap dan Tindakan Utk Mengalahkan Proxy Asing dan Memenangkan Perang Asymetric Konspirasi Global -Cukong"" by USER - Chirpstory",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Islam Nusantara is\nSlamet Nusantara\nAdalah Simbiosis Islam Jawa yg Anti Arab, Anti Quran dan Anti Nabi.\nAjaran yg tidak punya dalil ttg Siapa pembawah Risalah dan Apa Kitabnya. \nDan ajaran ini sbg Pembawa ideologi p",0,0,0,0,0,0,0,0,0,0,0,0
"Prediksi Togel Hongkong Kamis 29 Maret 2018\n\nAngka Main : 9123\n\nMistik : 6058\n\nAngka jagaan : 38, 68, 05\n\nShio : Monyet'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Kan alamat kerjaku udah kukasih tadi.. datang ajah, biar kubuktikan kau itu juga LGBT aka BANCI KALENG....'",1,1,1,0,0,0,0,1,0,1,0,0
"Pilkada Serentak 2018, Sumut Jadi Contoh Demokrasi di Indonesia Kata HMI",0,0,0,0,0,0,0,0,0,0,0,0
BALIKAN SAMA LO ? IDIH NAJIS TUJUH KETURUNAN DAH',1,1,1,0,0,0,0,0,1,1,0,0
"Itu dia, BUNUH AJA YG DIDEPAN MATA, DIA MAFIA KORUPTOR NYA, PENISTA AGAMA PULA, PANGGILAN POPULAR NYA BABI AHOK",1,1,1,0,1,0,0,0,0,1,0,0
di indonesia kalau marah emosi pengen gebukin bilang tolol kalau arab saudi malah senang dibilang tolol bahkan buat bisnis besar karena terdengar seperti talal',0,1,0,0,0,0,0,0,0,0,0,0
USER Untuk mengedukasi manusya2 udik seperti qm misalnya',1,1,1,0,0,0,0,0,1,1,0,0
"- Dia sendiri yang ngiklanin promo cashback di appnya\n- Penggunaan kode berhasil tapi cashback ga masuk2\n- Bilangnya ada kesalahan pada sistem dan promo sudah berakhir\n\nBodo amat woy kesalahan sistem bukan urusanku, aku hanya ingin cashback 20% yang dijanjikan olehmu:( USER URL",0,1,0,0,0,0,0,0,0,0,0,0
USER Yg pilih cebong otak IQ 200 sekolam',1,1,1,0,0,0,0,0,1,1,0,0
"Ini Gubernur rasa Presiden, terlihat berwibawa berani MENATAP LAWAN BICARANYA DENGAN PENUH PERCAYA DIRI beda banget dengan yang ......... ; .",0,0,0,0,0,0,0,0,0,0,0,0
"Istilah Kecebong kampret diharapkan hilang dari jagat dunia maya, istilah kofar kafir-sesat menyesatkan bgmn A? #edisingadukaAa USER'",1,1,0,1,0,0,0,0,1,0,1,0
gerombolan yang bergabung di partai sinting indonesia (psi) mayoritas pendukung penista islam AHOK LAKNATULLAH URL,1,1,0,1,0,0,0,0,1,0,1,0
"Melawan roma kamis dinihari nanti, liat latihan hari ini Busquets udah latihan lagi, semoga nanti bisa maen. Gembel banget kemaren gada busi.'",0,1,0,0,0,0,0,0,0,0,0,0
USER USER JABLAY. pacar gua balikin dulu bangsat. gua mau belajar gak jadi jadi \xf0\x9f\x98\xad',1,1,1,0,0,0,0,1,0,1,0,0
"USER USER Said aqil cocok tuh jadi capresnya jokowi, bisa bisa dolar jadi 10rb, pengangguran berkurang, ada 10jt lapangan pekerjaan, ekonomi meroket dalam hitungan minggu, pekerja aseng dipersulit, pertumbuhan ekonomi mencapai 7%, bbm jad",0,0,0,0,0,0,0,0,0,0,0,0
Bahkan fisikku berada dalam kata sempurna namun sesungguhnya jiwaku cacat semenjak ayah tiada.',0,0,0,0,0,0,0,0,0,0,0,0
Pengacara: Rizieq Bisa Saja Belum Pulang sampai Jokowi di Lengserkan/Makar/Tak Lagi Presiden baru pulang & pake Daster lagi,1,0,1,0,0,0,0,0,1,1,0,0
"Jangan hanya #Salam2Periode; Tapi wujudkan #JokowiPresidenTerpilih2019; Insyaallah do'a seluruh rakyat negeri ini diizabah allah swt, kita harus berusaha dgn ihklas.; Untuk Indonesia hanya; #JokowiPilihanTerbaik2019",0,0,0,0,0,0,0,0,0,0,0,0
Anak dki jakarta banget lah yaa USER 21 tahun saya Berfoto bersama Wakil Gubernur DKI JAKARTA,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Berarti rejim jokowi sama saja dong... ganti ah',1,0,1,0,0,0,0,0,1,1,0,0
USER Wwkkw tae gua krn terlalu sering pake alesan mens jadi ditanya kok mens mulu sih',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Nih terakhir aku tanya lagi: Itu utang era Jokowi semua, bencong? Pasti mingkem lagi... si gembel warnet.... banci kaleng... \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3'",1,1,1,0,0,0,0,1,0,1,0,0
"Pemerintah Dekati Ulama, Ini Komentar Aa Gym",0,0,0,0,0,0,0,0,0,0,0,0
"Kalau aparat itu dibayar dg uang rakyat dan kerja utk rakyat; kalau KEPARAT dibayar dg uang rakyat, kerjanya NGEBACOT provokasi rakyat.'",1,1,0,1,0,0,0,0,1,0,1,0
USER USER USER palestina yang islam engga pernah merdeka\ntapi palestina yang yahudi lah yang dimerdekakan ingriss',0,0,0,0,0,0,0,0,0,0,0,0
USER Masyaallah wkwkwk antek anteknya pada muncul wehhh di tl ku',0,0,0,0,0,0,0,0,0,0,0,0
USER Nah om Mahmud betul. Janganlah sesekali kita mensiasati Allah SWT krn Dia sebaik2nya penyiasat. Yahudi ajakalah koq. Inshaallah',0,0,0,0,0,0,0,0,0,0,0,0
RT USER Kasian ya kacung tetap kacung anies sandi,1,1,0,1,0,0,0,0,1,0,1,0
Ganyang PKI dg segala anteknya... URL,1,0,0,1,0,1,0,0,0,0,0,1
#2019GantiPresiden scra konstitusional itu hak setiap rakyat woii! . Gini nih kalo klo planga plongo tp kelakuan otoriter.,1,1,1,0,0,0,0,0,1,1,0,0
Blokir CINA? - Telegram diblokir krn jokowi tuduh digunakan teroris. Sabu asal Cina. Apa Cina kita usir saja sesuai dgn cara berpikir rezim?,1,0,0,1,0,1,0,0,0,0,1,0
"RT USER: Kaum Homo, Lesbian, Banci kalian bela atas nama HAM, tapi seorang wanita yang memakai cadar kalian cerca atas nama tol\xe2\x80\xa6'",1,1,0,1,0,0,0,0,1,0,1,0
"cina, apa hak lu melarang?",1,0,0,1,0,1,0,0,0,0,1,0
"Arjuna berjuang demi negara, jangan jadi Muhammad demi ngaku nabi MENISTA bangsa sendiri & menggulingkan pemerintah",1,1,0,1,1,0,0,0,0,0,1,0
"Bila nak kawin ni kena simpan duit,ilmu agama kena cukup, semua benda kena cukup la senang cerita",0,0,0,0,0,0,0,0,0,0,0,0
RT USER Ketauan busuknya si USER ..maunya melihat kesalahan orang ..kesalahan sendiri ga diliat ..BUBARKAN PANSUS ANGKET KPK,1,0,0,1,0,0,0,0,1,0,0,1
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Eh serius pen muntah beneran tai lo hyung',1,1,1,0,0,0,0,0,1,1,0,0
Mungkin jika Presiden USER hanya 'membangun' Jawa maka beliau tidak perlu diserang berbagai isu miring (sudah menjadi 'kebiasaan')! Tapi Indonesia bukan hanya Jawa. Saya setuju dengan Pak USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
jangan biarkan orang idiot merusak moodmu',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER kebanyakan alasan...\nsi banci bloon itu cuma TAKUT MALU... URL,1,1,1,0,0,0,0,1,0,1,0,0
USER USER USER Cebong baru jadi yaaa.\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\nBau amiss.',1,1,1,0,0,0,0,0,1,1,0,0
USER LO TUH BABI ANJING. Mampus kalah jatuh miskin deh #bekasisah,1,1,1,0,0,0,0,0,1,1,0,0
halah ngomongin di belakang bisa begitu di samperin ciut HAHAHAHA KAMPANG',1,1,1,0,0,0,0,0,1,1,0,0
USER HAHAHAHAHA aku pun sneak out tgh malam buta haa bukan ada permission \xf0\x9f\x98\x82 still consider as strict parents ok',0,0,0,0,0,0,0,0,0,0,0,0
RT USER benci sekali dgn Umat Islam,1,0,0,1,1,0,0,0,0,0,1,0
"2. Presiden minta dengan menggunakan model registrasi yang lebih modern, cepat, sistem data yang terpadu dan terintegrasi sehingga tidak perlu lagi melewati banyak rantai birokrasi. #ratas",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Itulah akibat makan gaji dr duit korupsi BLBI yg dilakukan oleh toke2 Cina, otak Cebong benar2 dungu. \nMasalah TKA Cina bukan lagi fiksi tp sdh fakta, tp kalian anggap isu tsb fiktif, hancur negara ini kalian jual'",1,1,0,1,0,1,0,0,0,0,1,0
Pengen bunuh diri tapi gamau sakit? Ledakan bom nuklir aja. Tapi mahal sih',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Udah jaman pa anies tapi para cebong masih gini2 aja.. \nMungkin akibat saham bir di hapus\xf0\x9f\x98\x81\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0
USER USER Ngomong atau ngigau.,1,0,1,0,0,0,0,0,1,1,0,0
USER bocil demen banget pisang nanti lama lama jadi monyet mau?',0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: Nambah lagi nih..mega collection yg minat,monggo d DM URL",0,0,0,0,0,0,0,0,0,0,0,0
"USER Sejak periode kedua SBY udh jalan 2 tahun dong? Hmm... \nMasa2 itu gencar sekali ledakan bom dimana2, yg menewaskan orang2 yg tak tau apa2.'",0,0,0,0,0,0,0,0,0,0,0,0
USER Pagi yg indah. Seprti memek mu',0,1,0,0,0,0,0,0,0,0,0,0
"kadang yg kemarin udh follow, hari ini jadi followers baru. kan ketara ya di unfoll, tp follow lagi. geblek apa gimana dah tuh manusia'",1,1,1,0,0,0,0,0,1,1,0,0
"USER USER USER USER USER USER USER USER USER USER USER Duuhhh.. istilah kata pepatah tiada kenal mk tiada syang,pucuk dicinta ulam tiba,jk brjodoh. sbgm",0,0,0,0,0,0,0,0,0,0,0,0
"Agama Islam itu adalah agama ""Samawi"" yang berasal dari bahasa Arab yg artinya ""Langit."" Agama Samawi dibangun berdasarkan wahyu Tuhan melalui perantara malaikat Jibril kepada para Nabi dan Rasul yg ditulis dalam kitab suci. Jadi kitab suci selain Alquran",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Ya, ada yang dari pihak fans nya Mino, sama dari pihak yang ingin menjatuhkan Mino (disbitch dan antek antek nya)\n\nI lost the receipts, but still aku yang udah baca dua dua nya memutuskan untuk diam saja:)'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER urusin donk cung...kan sesembahan nya bani kacung spt kalian cung \xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0
USER USER Komunis melulu Ditii dong dibahas kan ngebantai juga memberontak juga... Antek terorisnya malah nyata sampe sekarang,1,0,0,1,0,0,0,0,1,0,1,0
Usaha Najib Stabilkan Ekonomi Menguntungkan Masyarakat Cina,0,0,0,0,0,0,0,0,0,0,0,0
USER udik udah mendarah daging di kamu',1,1,1,0,0,0,0,0,1,1,0,0
PPP: Jangan Buru-buru Tolak Wacana Pilkada LewatÂ DPRD,0,0,0,0,0,0,0,0,0,0,0,0
USER mungut dimana lagi tuh orang..?? Tampang Cebong kok ngaku2 ulama muda...',1,1,1,0,0,0,1,0,0,1,0,0
USER USER NGAKAK WKWKWKWKWWKWKWKWKWKWKWK BEGO',0,1,0,0,0,0,0,0,0,0,0,0
USER Ngakak anjir',0,1,0,0,0,0,0,0,0,0,0,0
"Gini ya w kasi tau ke loe. Pd bang lo itu kasarnya ya, bisa wae jd kesetnya jeyepe.\n\nJangan sombong lu tai onta'",1,1,1,0,0,0,0,0,1,1,0,0
"Baju nikah saya dipamerkan di Pavilion KL. Baju ini melambangkan warisan, tradisi dan budaya yang saya kasihi.",0,0,0,0,0,0,0,0,0,0,0,0
"Jihad bukan melulu soal perang, terorisme, dan bom bunuh diri. Jihad paling besar adalah jihad melawan hawa nafsu dalam diri.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER sebenarnya lewat semua agama bisa, banyak jalan disana Hindu dengan yoga nya (hening) , islam dg jalan tarekatnya",0,0,0,0,0,0,0,0,0,0,0,0
RT USER bukan raisa pak de tapi freeport jatuh ketangan asing jahh,1,0,1,0,0,0,0,0,1,1,0,0
Ini jaman edan siapepun yg gak dukung wowo di Cap PKI/Komunis/anti Islam/antek cina. Dan klo yg gak mau nonton film G30S PKI juga di Cap PKI,1,0,0,1,0,0,0,0,1,0,1,0
"USER USER UU md3 bosq jan lupa, ""kebebasan berpendapat"" ketika dirinya dan komplotannya mencoba menjadi ""benar""'",0,0,0,0,0,0,0,0,0,0,0,0
USER Dia mana mau nete di boneka mampang :(',0,1,0,0,0,0,0,0,0,0,0,0
suatu saat pak USER bisa jadi RI-1 insya Allah..,0,0,0,0,0,0,0,0,0,0,0,0
USER Hmmmm somi mencium bau bau bangkai :(',0,0,0,0,0,0,0,0,0,0,0,0
RT USER: agel perek gausah rt rt:) USER',1,1,1,0,0,0,0,1,0,1,0,0
"USER USER USER ""Saya lebih mendengar kata-kata orang di TV daripada pengetahuan dasar ekonomi""",0,0,0,0,0,0,0,0,0,0,0,0
"Cuba la tgk anime ni, Karakai Jozu No Takagi-san, kalau rasa nak feeling feeling cinta monyet zaman sekolah..memang throwback habes..9/10 URL",0,0,0,0,0,0,0,0,0,0,0,0
"HaHaHa Bangsaaat,,,? Tak apalah yg penting masih punya morah..\nBegundal bukan bajingan abal-abal\xe2\x80\xa6 URL",1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER udah mulai kampanye? ntr kalau tetep presidennya Jokowi jgn mencret ya \xf0\x9f\x98,1,1,0,1,0,0,0,0,1,0,1,0
"sampai skrg tertanya tanya si Athea guna tepung apa buat roti jala. Si qayyum ni bukan nk jawab . haih #TakAdaCintaSepertiMu kahkhakkah, macik min kecoh gila'",0,0,0,0,0,0,0,0,0,0,0,0
"Atas tuduhan MUI? Mengoplos? Mudah dibantah, Islam Oplosan lbh berbahaya USER DPR: Proses Hukum Pengurus Gafatar!",1,0,0,1,1,0,0,0,0,0,1,0
Kenapa RI Masih Ngutang? Sri Mulyani: Karena Ada Defisit,0,0,0,0,0,0,0,0,0,0,0,0
"Selain itu, Kalla Group juga membawahi Sekolah Islam Athirah dan Yayasan Kalla.",0,0,0,0,0,0,0,0,0,0,0,0
USER Namanya cebong kalo ga dungu bukan cebong namanya',1,1,1,0,0,0,0,0,1,1,0,0
"""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan peserta Rakercabsus PDI_Perjuangan Kota Gunungsitoli.; ; #GubernurZamanNow ; #DjarotSihar2 ; #SumutPilih2Djoss #DjarotSiharMenang #GunungSitoli #PDIPerjuangan",0,0,0,0,0,0,0,0,0,0,0,0
YG JELAS OTAK AHOK-DJAROT SUDAH SANGAT TUMPUL SANGAT LOYO DAN STRESS..... SUDAH JEBOL HARUS DICOPOT DAN DIGANTI.....,1,1,0,1,0,0,0,0,1,0,1,0
rp haneul pada jualan memek di tl.yang on retweet',0,1,0,0,0,0,0,0,0,0,0,0
USER makanya otaknya diupgrade dong\n\nkan ena invisible bisa liat anu\n\nsaya mau jadi mas kunti aja bisa terbang',0,0,0,0,0,0,0,0,0,0,0,0
Yagimanasih anjir gue dirumah doang dari pagi karena gangerti arah jalan sini mau main juga bingung gada temen\xf0\x9f\x98\xad\xf0\x9f\xa4\xa7',0,1,0,0,0,0,0,0,0,0,0,0
Penghina Iriana Jokowi Langsung Ditangkap Penghina Wapres JK Masih AMAN. ADA APA? URL,1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Ya emang terserah lo,0,0,0,0,0,0,0,0,0,0,0,0
Ahok and Bani serbet and wereng Coklat MEMANCING UMAT MUSLIM supaya marah? dengan #IklanAhokJahat. KALIAN ITU KUMPULAN ORANG SINTING,1,1,0,1,0,0,1,0,0,0,1,0
"Di Pekanbaru, ponakan gua taunya Kristen itu agama Batak.\nJadi Gereja ya tempat ibadah orang beragama Batak.\n\nPadahal siapapun bisa aja memeluk agama Kristen atau agama lain kan.\n\nINI TUGAS GURU AGAMA DI PEKANBARU APA AJA YAH?? :(('",0,0,0,0,0,0,0,0,0,0,0,0
"Saat itu heboh berita database kita bocor dan tersimpan di luar negeri. Serta awal mula invansi TKA china, dengan di buatkannya barak-barak di papua\xf0\x9f\x98\x83 URL",0,0,0,0,0,0,0,0,0,0,0,0
seruannya ga rasioanal bubarkan PKI ganyang PKI emang ini tahun jebot ga sadar ini era terbuka,1,0,1,0,0,0,0,0,1,1,0,0
USER tai apa yg terakir',0,1,0,0,0,0,0,0,0,0,0,0
Heh! Bisa ga tutup congor lo yg bau itu! Bacot mulu kerjaan lo!',1,1,1,0,0,0,1,0,0,1,0,0
USER Naik haji pake onta wkwk',0,0,0,0,0,0,0,0,0,0,0,0
"perempuan kaya lo mending mati aja deh, jelek aja, gausa sok jadi make up artist!",1,1,1,0,0,0,1,0,0,1,0,0
"USER Gak mampu mengundang Ulama kondang, jadi dibiatlah ulama2an utk membentuk opini masyarakat bhw ulama sdh satu suarang mendukung mukidi. Walaahh cara kuno sigunakan dasar cebong'",1,1,1,0,0,0,0,0,1,1,0,0
Kita Maju Bersama Ulama ; Kita Bergerak Bersama Semua Tokoh Agama untuk Indonesia; #NderekGusMus,0,0,0,0,0,0,0,0,0,0,0,0
"Ketemu klien, orang batak, dia ngegas gua ikut ngegas. Brengsek. Malu2in kantor.'",1,1,1,0,0,1,0,0,0,1,0,0
KPK Periksa Gubernur Sumut dan Cawagub Ijeck Shah,0,0,0,0,0,0,0,0,0,0,0,0
"USER ngeri banget itu, ati ati nek, berdoa semoga depok aman, semoga aja isinya bukan bom beneran, semoga ga ada apa apa\nya allah bulan puasa gini bikin ga tenang aja si ya :('",0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER Jangan tertipu oleh kepolosan USER . Rezim anti islam. Politic_ID,1,0,1,0,1,0,0,0,0,1,0,0
